accountNumber,accountName,itemNumber,itemDescription,itemPack,itemSize,itemLabel,itemWeight,RandomWeight,itemCost,itemCaseCost,caseQuantity,totalSales,payeeNumber,payeeName,Food Show Year
413240,SCHLITTERBAHN SOUTH PADRE ISLAND,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,11,175.34,214710,AEP INDUSTRIES INC,2016
447676,HULA HUT-LAKE AUSTIN-ACH#1200,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,5,79.7,214710,AEP INDUSTRIES INC,2016
458600,BAY B BOOMERS-LAGUNA VISTA,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,1,15.94,214710,AEP INDUSTRIES INC,2016
525154,"LMBI, L.P.-INDIO FAITH",7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,1,15.94,214710,AEP INDUSTRIES INC,2016
545244,FIRST BAPTIST SCHOOL-CORPUS,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,1,15.94,214710,AEP INDUSTRIES INC,2016
559032,SKILLETS RESTAURANT #93-DEL RIO-ACH#1665,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,2,31.88,214710,AEP INDUSTRIES INC,2016
559679,DIXIE GRILLE,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,4,63.76,214710,AEP INDUSTRIES INC,2016
566241,KETTLE RESTAURANT #137-BRYAN-ACH#1723,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,1,15.94,214710,AEP INDUSTRIES INC,2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,2,31.88,214710,AEP INDUSTRIES INC,2016
589896,BCFS HEALTH & HUMAN SRVC-RAYMONDVILLE,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,1,15.94,214710,AEP INDUSTRIES INC,2016
591149,CASA DE ADOBE RESTAURANT & BAR-ACH2028,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,1,15.94,214710,AEP INDUSTRIES INC,2016
602620,SCHLITTERBAHN CORPUS-VERANDA,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,1,15.94,214710,AEP INDUSTRIES INC,2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,2,31.88,214710,AEP INDUSTRIES INC,2016
626023,HULA HUT-LITTLE ELM-ACH#2470,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,15.94,15.94,4,63.76,214710,AEP INDUSTRIES INC,2016
253,LIBERTY BURGER ACCOUNTS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,3,34.05,214710,AEP INDUSTRIES INC,2016
306,HERSCHEL'S RESTAURANTS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,3,34.05,214710,AEP INDUSTRIES INC,2016
347,MCGUIRE MOORMAN HOSPITALITY,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,3,34.05,214710,AEP INDUSTRIES INC,2016
431,TEX-BEST/EL TIGRE-LA LOMITA INC.,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,24,272.4,214710,AEP INDUSTRIES INC,2016
476,STRIPES SSP PARTNERS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,512,5811.2,214710,AEP INDUSTRIES INC,2016
566,BLUE ONION ACCOUNTS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,11,124.85,214710,AEP INDUSTRIES INC,2016
799,DOUBLE DAVES PIZZA ACCOUNTS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,1,11.35,214710,AEP INDUSTRIES INC,2016
800,PRAIRIE KITCHEN ACCOUNTS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,2,22.7,214710,AEP INDUSTRIES INC,2016
845,BLIMPIE ACCOUNTS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,1,11.35,214710,AEP INDUSTRIES INC,2016
866,DAIRY QUEEN-TEXAS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,19,215.65,214710,AEP INDUSTRIES INC,2016
942,CHUY'S OPCO INC.-THREE STAR MANAGEMENT,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,55,624.25,214710,AEP INDUSTRIES INC,2016
140562,SNOOPY'S PIER,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,1,11.35,214710,AEP INDUSTRIES INC,2016
187380,"C.H. GUENTHER & SON, INC.",7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,1,11.35,214710,AEP INDUSTRIES INC,2016
194727,CAPPY'S INC.,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,11,124.85,214710,AEP INDUSTRIES INC,2016
293849,CAMP BALCONES SPRINGS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,2,22.7,214710,AEP INDUSTRIES INC,2016
314331,BIG JOHN'S BBQ,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,1,11.35,214710,AEP INDUSTRIES INC,2016
316709,LA FONDA INC.-MAIN AVE.,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,2,22.7,214710,AEP INDUSTRIES INC,2016
559032,SKILLETS RESTAURANT #93-DEL RIO-ACH#1665,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,1,11.35,214710,AEP INDUSTRIES INC,2016
586811,BIG'S 403-RITTIMAN,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,2,22.7,214710,AEP INDUSTRIES INC,2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,3,34.05,214710,AEP INDUSTRIES INC,2016
614629,AHTNA SUPPORT & TRAINING SERVICES,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,4,45.4,214710,AEP INDUSTRIES INC,2016
626023,HULA HUT-LITTLE ELM-ACH#2470,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,11.35,11.35,3,34.05,214710,AEP INDUSTRIES INC,2016
476,STRIPES SSP PARTNERS,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,1,22.37,214710,AEP INDUSTRIES INC,2016
799,DOUBLE DAVES PIZZA ACCOUNTS,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,50,1118.5,214710,AEP INDUSTRIES INC,2016
866,DAIRY QUEEN-TEXAS,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,15,335.55,214710,AEP INDUSTRIES INC,2016
914,HEB DEPARTMENT ACCOUNTS,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,21,469.77,214710,AEP INDUSTRIES INC,2016
293849,CAMP BALCONES SPRINGS,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,2,44.74,214710,AEP INDUSTRIES INC,2016
321567,STERLING AFFAIRS-AUSTIN ACH#326,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,3,67.11,214710,AEP INDUSTRIES INC,2016
551864,TEXAS STATE AQUARIUM ASSOCIATION,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,1,22.37,214710,AEP INDUSTRIES INC,2016
590487,BCFS HEALTH & HUMAN SERVICES-CHAVANEAUX,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,1,22.37,214710,AEP INDUSTRIES INC,2016
602620,SCHLITTERBAHN CORPUS-VERANDA,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,2,44.74,214710,AEP INDUSTRIES INC,2016
603112,BURNET COUNTY JAIL,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,22.37,22.37,3,67.11,214710,AEP INDUSTRIES INC,2016
191,YMCA OF GREATER HOUSTON,7082005,"FILM, SEAL WRAP ZIP SAFE",1,"18""X2000'",A E P,9.5,N,16.39,16.39,1,16.39,214710,AEP INDUSTRIES INC,2016
446,DRURY OWNED PROPERTIES,7082005,"FILM, SEAL WRAP ZIP SAFE",1,"18""X2000'",A E P,9.5,N,16.39,16.39,2,32.78,214710,AEP INDUSTRIES INC,2016
455,CHILDREN LEARNING ADVENTURE ACCOUNTS,7082005,"FILM, SEAL WRAP ZIP SAFE",1,"18""X2000'",A E P,9.5,N,16.39,16.39,3,49.17,214710,AEP INDUSTRIES INC,2016
866,DAIRY QUEEN-TEXAS,7082005,"FILM, SEAL WRAP ZIP SAFE",1,"18""X2000'",A E P,9.5,N,16.39,16.39,11,180.29,214710,AEP INDUSTRIES INC,2016
942,CHUY'S OPCO INC.-THREE STAR MANAGEMENT,7082005,"FILM, SEAL WRAP ZIP SAFE",1,"18""X2000'",A E P,9.5,N,16.39,16.39,1,16.39,214710,AEP INDUSTRIES INC,2016
559679,DIXIE GRILLE,7082005,"FILM, SEAL WRAP ZIP SAFE",1,"18""X2000'",A E P,9.5,N,16.39,16.39,4,65.56,214710,AEP INDUSTRIES INC,2016
560804,BCFS HEALTH & HUMAN SERVICES-HOUSE A,7082005,"FILM, SEAL WRAP ZIP SAFE",1,"18""X2000'",A E P,9.5,N,16.39,16.39,6,98.34,214710,AEP INDUSTRIES INC,2016
347,MCGUIRE MOORMAN HOSPITALITY,7100000,"SWEETENER, YELLOW STICKS",2000,1 GM,NJOY,6.03,N,31.5,31.5,2,63,104922,SUGAR FOODS CORPORATION,2016
59,TAQUERIAS ARANDAS ACCOUNTS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,5,104.5,104922,SUGAR FOODS CORPORATION,2016
118,K-BOB'S ACCOUNTS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
155,RUSSO'S NEW YORK PIZZERIA,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,4,83.6,104922,SUGAR FOODS CORPORATION,2016
191,YMCA OF GREATER HOUSTON,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
235,CELEBRITY CAFE & BAKERY,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
257,PHIL'S ICE HOUSE LLC,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
337,HERMAN SONS YOUTH CAMPS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
566,BLUE ONION ACCOUNTS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
682,CLEARSPRINGS RESTAURANT,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,5,104.5,104922,SUGAR FOODS CORPORATION,2016
711,KHAN'S GRILL ACCOUNTS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,3,62.7,104922,SUGAR FOODS CORPORATION,2016
799,DOUBLE DAVES PIZZA ACCOUNTS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
800,PRAIRIE KITCHEN ACCOUNTS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
845,BLIMPIE ACCOUNTS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
875,BOY SCOUTS OF AMERICA,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,4,83.6,104922,SUGAR FOODS CORPORATION,2016
901,HEARTHSTONE BAKERY CAFE,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
902,GREEN VEGETARIAN CUISINE,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
100684,ANDY'S COUNTRY KITCHEN-CORPUS-ACH#1012,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,4,83.6,104922,SUGAR FOODS CORPORATION,2016
103047,HEART OF THE HILLS CAMP,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
103063,CAMP MYSTIC INCORPORATED,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
120294,SAMMY'S RESTAURANT,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,3,62.7,104922,SUGAR FOODS CORPORATION,2016
237922,INN AT LOS PATIOS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
312193,BRICK OVEN NORTH HILLS-AUSTIN,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
442100,LA PLAYA MEXICAN CAFE-HARLINGEN-S77,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
458600,BAY B BOOMERS-LAGUNA VISTA,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
525197,"LMBI, L.P.-EL COYOTE",7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
582603,POLO'S MEXICAN FOOD CO.-ACH#1964,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
601071,APETITOS MEXICAN RESTAURANT,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,2,41.8,104922,SUGAR FOODS CORPORATION,2016
623598,LACKLAND CC LODGING,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,6,125.4,104922,SUGAR FOODS CORPORATION,2016
634824,CAMP LONGHORN LTD.-C3 ON INKSLAKE,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2016
59,TAQUERIAS ARANDAS ACCOUNTS,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,27,351,104922,SUGAR FOODS CORPORATION,2016
118,K-BOB'S ACCOUNTS,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,8,104,104922,SUGAR FOODS CORPORATION,2016
133,CABO BOB'S BURRITOS LLC,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,1,13,104922,SUGAR FOODS CORPORATION,2016
155,RUSSO'S NEW YORK PIZZERIA,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,3,39,104922,SUGAR FOODS CORPORATION,2016
241,SIRLOIN STOCKADES - HOLT ACCOUNTS,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,1,13,104922,SUGAR FOODS CORPORATION,2016
257,PHIL'S ICE HOUSE LLC,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,2,26,104922,SUGAR FOODS CORPORATION,2016
309,B J'S PIZZA RESTAURANT,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,2,26,104922,SUGAR FOODS CORPORATION,2016
566,BLUE ONION ACCOUNTS,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,2,26,104922,SUGAR FOODS CORPORATION,2016
711,KHAN'S GRILL ACCOUNTS,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,3,39,104922,SUGAR FOODS CORPORATION,2016
292389,AUSTIN STATE SUPPORTED LIVING CENTER,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,2,26,104922,SUGAR FOODS CORPORATION,2016
312193,BRICK OVEN NORTH HILLS-AUSTIN,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,1,13,104922,SUGAR FOODS CORPORATION,2016
411418,VILLA QUILTED OF HARLINGEN ACH#296,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,4,52,104922,SUGAR FOODS CORPORATION,2016
525197,"LMBI, L.P.-EL COYOTE",7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,1,13,104922,SUGAR FOODS CORPORATION,2016
634824,CAMP LONGHORN LTD.-C3 ON INKSLAKE,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,1,13,104922,SUGAR FOODS CORPORATION,2016
59,TAQUERIAS ARANDAS ACCOUNTS,7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,1,18.5,104922,SUGAR FOODS CORPORATION,2016
118,K-BOB'S ACCOUNTS,7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,1,18.5,104922,SUGAR FOODS CORPORATION,2016
155,RUSSO'S NEW YORK PIZZERIA,7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,3,55.5,104922,SUGAR FOODS CORPORATION,2016
191,YMCA OF GREATER HOUSTON,7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,1,18.5,104922,SUGAR FOODS CORPORATION,2016
711,KHAN'S GRILL ACCOUNTS,7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,3,55.5,104922,SUGAR FOODS CORPORATION,2016
866,DAIRY QUEEN-TEXAS,7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,1,18.5,104922,SUGAR FOODS CORPORATION,2016
340073,MARINE MILITARY ACADEMY,7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,6,111,104922,SUGAR FOODS CORPORATION,2016
525197,"LMBI, L.P.-EL COYOTE",7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,1,18.5,104922,SUGAR FOODS CORPORATION,2016
628476,TUSCAN SLICE-WAXAHACHIE,7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,1,18.5,104922,SUGAR FOODS CORPORATION,2016
228,SIRLOIN STOCKADE ACCOUNTS-T. FORD,7120017,"SOUFFLE CUP, 1 OZ PAPER WHT",20,250 CT,SOLO,12,N,43.3,43.3,1,43.3,112771,DART CONTAINER CORPORATION,2016
236,BURGER HOUSE ACCOUNTS,7120017,"SOUFFLE CUP, 1 OZ PAPER WHT",20,250 CT,SOLO,12,N,43.3,43.3,1,43.3,112771,DART CONTAINER CORPORATION,2016
800,PRAIRIE KITCHEN ACCOUNTS,7120017,"SOUFFLE CUP, 1 OZ PAPER WHT",20,250 CT,SOLO,12,N,43.3,43.3,3,129.9,112771,DART CONTAINER CORPORATION,2016
994,Juice Bar,7120017,"SOUFFLE CUP, 1 OZ PAPER WHT",20,250 CT,SOLO,12,N,43.3,43.3,3,129.9,112771,DART CONTAINER CORPORATION,2016
100684,ANDY'S COUNTRY KITCHEN-CORPUS-ACH#1012,7120017,"SOUFFLE CUP, 1 OZ PAPER WHT",20,250 CT,SOLO,12,N,43.3,43.3,1,43.3,112771,DART CONTAINER CORPORATION,2016
530166,SKILLET'S-TORK-EAGLE PASS,7120017,"SOUFFLE CUP, 1 OZ PAPER WHT",20,250 CT,SOLO,12,N,43.3,43.3,1,43.3,112771,DART CONTAINER CORPORATION,2016
551864,TEXAS STATE AQUARIUM ASSOCIATION,7120017,"SOUFFLE CUP, 1 OZ PAPER WHT",20,250 CT,SOLO,12,N,43.3,43.3,1,43.3,112771,DART CONTAINER CORPORATION,2016
173,PINTHOUSE PIZZA,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,8,188.4,112771,DART CONTAINER CORPORATION,2016
303,CHILOSO'S MEXICAN BISTRO,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,90,2119.5,112771,DART CONTAINER CORPORATION,2016
309,B J'S PIZZA RESTAURANT,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,3,70.65,112771,DART CONTAINER CORPORATION,2016
566,BLUE ONION ACCOUNTS,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,3,70.65,112771,DART CONTAINER CORPORATION,2016
602,BABY ACAPULCO ACCOUNTS,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,8,188.4,112771,DART CONTAINER CORPORATION,2016
711,KHAN'S GRILL ACCOUNTS,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,2,47.1,112771,DART CONTAINER CORPORATION,2016
800,PRAIRIE KITCHEN ACCOUNTS,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,6,141.3,112771,DART CONTAINER CORPORATION,2016
825,HYDE PARK ACCOUNTS,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,2,47.1,112771,DART CONTAINER CORPORATION,2016
901,HEARTHSTONE BAKERY CAFE,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,1,23.55,112771,DART CONTAINER CORPORATION,2016
942,CHUY'S OPCO INC.-THREE STAR MANAGEMENT,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,25,588.75,112771,DART CONTAINER CORPORATION,2016
951,TACODELI ACCOUNTS,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,4,94.2,112771,DART CONTAINER CORPORATION,2016
970,LOS BARRIOS,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,1,23.55,112771,DART CONTAINER CORPORATION,2016
990,TAQUERIA EL ZARAPE,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,24,565.2,112771,DART CONTAINER CORPORATION,2016
994,Juice Bar,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,3,70.65,112771,DART CONTAINER CORPORATION,2016
996,EL PATO MEXICAN FOOD,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,77,1813.35,112771,DART CONTAINER CORPORATION,2016
140562,SNOOPY'S PIER,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,20,471,112771,DART CONTAINER CORPORATION,2016
168920,ISLAND CAFE,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,2,47.1,112771,DART CONTAINER CORPORATION,2016
287431,HUISACHE GRILL-NEW BRAUNFELS,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,1,23.55,112771,DART CONTAINER CORPORATION,2016
313564,C.C. KAMCO-CHICKEN SHACK,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,1,23.55,112771,DART CONTAINER CORPORATION,2016
314331,BIG JOHN'S BBQ,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,1,23.55,112771,DART CONTAINER CORPORATION,2016
350745,HARMON'S BARBEQUE-CIBOLO,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,1,23.55,112771,DART CONTAINER CORPORATION,2016
413240,SCHLITTERBAHN SOUTH PADRE ISLAND,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,1,23.55,112771,DART CONTAINER CORPORATION,2016
429074,NOLAN'S ORIGINAL POORBOYS-NW BLVD-CORPUS,7140031,"SOUFFLE CUP, 2OZ TRANSLUCENT",1,2500 CT,SOLO,13,N,23.55,23.55,1,23.55,112771,DART CONTAINER CORPORATION,2016
