accountNumber,accountName,itemNumber,itemDescription,itemPack,itemSize,itemLabel,itemWeight,RandomWeight,itemCost,itemCaseCost,caseQuantity,totalSales,vendorGroupNumber,vendorGroupName,Food Show Year
293849,CAMP BALCONES SPRINGS,1569003,"BEANS, REFRIED ORIGINAL",6,#10,ROSARITA,46.85,N,31.34,,3,0,102466,CONAGRA FOODS / HUNT WESSON,2017
293849,CAMP BALCONES SPRINGS,1876507,"OKRA, PICKLED",6,1/2 GAL,CAJUN CHEF,34,N,23.05,,1,0,100862,CAJUN CHEF PRODUCTS INC.,2017
293849,CAMP BALCONES SPRINGS,1983006,"JALAPENOS, SLICED (GLASS)",4,1 GL,CAJUN CHEF,44,N,22.25,,1,0,100862,CAJUN CHEF PRODUCTS INC.,2017
293849,CAMP BALCONES SPRINGS,2104477,"POTATOES, REAL MASHED",12,26 OZ,IDAHOAN,22,N,53.48,,3,0,266640,"IDAHOAN FOODS, LLC",2017
293849,CAMP BALCONES SPRINGS,2104560,"POTATOES, SCALLOPED CASSEROL",6,2.25 LB,BASIC AMR,15.79,N,48.67,,2,0,100463,BASIC AMERICAN FOODS,2017
293849,CAMP BALCONES SPRINGS,2248508,"TOMATOES,WHOLE PEELED EX-STD",6,#10,ANGELA MIA,43.07,N,23.26,,1,0,102466,CONAGRA FOODS / HUNT WESSON,2017
293849,CAMP BALCONES SPRINGS,2373751,"SAUCE, SEAFOOD COCKTAIL",12,12 OZ,HEINZ,16.5,N,20.4,,1,0,102237,HEINZ NORTH AMERICA,2017
293849,CAMP BALCONES SPRINGS,2422137,"BASE, CHICKEN",1,5 LB,L J MINOR,5,N,23.76,,1,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,2422335,"BASE, BEEF",1,5 LB,L J MINOR,5,N,25.98,,1,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,2487007,"SOUP, CREAM OF CHICKEN",12,49.25 OZ,HEINZ,42.19,N,38.96,,2,0,102237,HEINZ NORTH AMERICA,2017
293849,CAMP BALCONES SPRINGS,2902799,"BACON PCS LRG, FC .75""X.75""",2,5 LB,TYSON,10,N,90.18,,2,0,105333,"TYSON FOODS, INC.",2017
293849,CAMP BALCONES SPRINGS,3064516,"SAUCE, SWEET & SOUR",1,1 GAL,LA CHOY,10.77,N,14.24,,3,0,102466,CONAGRA FOODS / HUNT WESSON,2017
293849,CAMP BALCONES SPRINGS,3113100,CHIP WHITE TRIANGLE THIN WG,4,2.5 LB,RUDYS,11,N,12.13,,8,0,196260,RUDY'S,2017
293849,CAMP BALCONES SPRINGS,3249257,"KETCHUP PACKETS, 9 GM SSK",1000,9 GM,HEINZ,21.69,N,28.39,,1,0,102237,HEINZ NORTH AMERICA,2017
293849,CAMP BALCONES SPRINGS,3256504,"KETCHUP, JUG-POUR,STORE,PUMP",6,114 OZ,HEINZ,46,N,29.49,,5,0,102237,HEINZ NORTH AMERICA,2017
293849,CAMP BALCONES SPRINGS,3256555,"MUSTARD, JUG-POUR,STORE,PUMP",6,104 OZ,HEINZ,46,N,22.18,,1,0,102237,HEINZ NORTH AMERICA,2017
293849,CAMP BALCONES SPRINGS,3295508,"SAUCE, PICANTE MEDIUM",4,1 GAL,PACE,38.2,N,35.8,,1,0,100986,CAMPBELL FOODSERVICE COMPANY,2017
293849,CAMP BALCONES SPRINGS,3321114,"MAYONNAISE, 12 GRAM",1,200 CT,HEINZ,6,N,18.57,,2,0,131199,PPI-HEINZ NORTH AMERICA,2017
293849,CAMP BALCONES SPRINGS,3326592,"DRESSING, VINAIGRTE BALSAMIC",4,1 GAL.,KEN'S,37,N,35.88,,1,0,173570,KENS FOODS,2017
293849,CAMP BALCONES SPRINGS,3330008,REAL MAYONNAISE,4,1 GL,HELLMANNS,32.63,N,55.77,,4,0,107115,UNILEVER BESTFOODS,2017
293849,CAMP BALCONES SPRINGS,3368452,MACARONI AND CHEESE,8,96 OZ,KRAFT,17.5,N,29.25,,5,0,102067,KRAFT FOODS,2017
293849,CAMP BALCONES SPRINGS,3370509,GREY POUPON DIJON MUSTARD,12,8 OZ,KRAFT,10.2,N,24.4,,1,0,102067,KRAFT FOODS,2017
293849,CAMP BALCONES SPRINGS,3378007,"MUSTARD, MILD-SINGLE SERVE",500,.20 OZ,HEINZ,6.85,N,12.41,,2,0,131199,PPI-HEINZ NORTH AMERICA,2017
293849,CAMP BALCONES SPRINGS,3436714,"DRESSING, CAESAR CREAMY",4,1 GAL.,KEN'S,37,N,43.74,,1,0,173570,KENS FOODS,2017
293849,CAMP BALCONES SPRINGS,3458965,"DRESSING, CAESAR TABLE SIDE",4,1 GAL.,KEN'S,37,N,48.48,,1,0,173570,KENS FOODS,2017
293849,CAMP BALCONES SPRINGS,3495033,DRESSING MIX RANCH,18,3.2 OZ,FOOTHILL,5,N,24.19,,1,0,148547,"PRECISION FOODS, INC.",2017
293849,CAMP BALCONES SPRINGS,3529831,"SOUR CREAM, 100% PURE",4,5 LB,DAISY,20,N,21.45,,1,0,121126,"DAISY BRAND, LLC",2017
293849,CAMP BALCONES SPRINGS,3554029,"GRAVY MIX, PEPPERED",6,24 OZ,PIONEER,10,N,17.25,,1,0,103926,C.H. GUENTHER & SON INC.,2017
293849,CAMP BALCONES SPRINGS,3555026,"GRAVY MIX, BROWN",6,13 OZ,PIONEER,5,N,18.85,,1,0,103926,C.H. GUENTHER & SON INC.,2017
293849,CAMP BALCONES SPRINGS,3715265,SEMI-SWT BAKING CHIPS 1000CT,1,25 LB.,HERSHEY,26.3,N,55.5,,1,0,102318,HERSHEY FOODS CORPORATION,2017
293849,CAMP BALCONES SPRINGS,3722054,OLIVE OIL EXTRA VIRGIN TIN,1,1 GL,MARIO,8.42,N,21.09,,1,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,3730018,"CRACKERS, ENTERTAINMENT 4*",4,40 OZ,NABISCO,11.5,N,33.77,,1,0,270740,MONDELEZ,2017
293849,CAMP BALCONES SPRINGS,3738002,GRAHAM CRACKERS 632,27,4.8 OZ,NABISCO,9,N,21.28,,4,0,270740,MONDELEZ,2017
293849,CAMP BALCONES SPRINGS,3774462,"CROUTONS, TEXAS TOAST",4,2.5 LB,FRESH GOUR,11,N,20.5,,3,0,104922,SUGAR FOODS CORPORATION,2017
293849,CAMP BALCONES SPRINGS,3777018,CHIPS CORN BULK,8,16 OZ,FRITOS,10.7,N,13.36,,4,0,123331,"FRITO LAY, INC.",2017
293849,CAMP BALCONES SPRINGS,3778019,CHIPS SEA SALT & VINEGAR,64,1.375 OZ,MISS VICKI,7.8,N,27.53,,2,0,123331,"FRITO LAY, INC.",2017
293849,CAMP BALCONES SPRINGS,3778044,CHIPS POTATO REGULAR,104,1 OZ,LAYS,9,N,29.74,,2,0,123331,"FRITO LAY, INC.",2017
293849,CAMP BALCONES SPRINGS,3778089,CHIPS VARIETY PK LSS,60,1.375 OZ,MISSVICKIE,7.4,N,24.17,,3,0,123331,"FRITO LAY, INC.",2017
293849,CAMP BALCONES SPRINGS,3778095,CHIPS CLASSIC VARIETY PACK,60,1.75 OZ,FRITOLAY,8.9,N,23.29,,14,0,123331,"FRITO LAY, INC.",2017
293849,CAMP BALCONES SPRINGS,3778339,"CHIPS,SEA SALT ORIGINAL",64,1.375 OZ,MISS-VICKI,7.8,N,27.53,,3,0,123331,"FRITO LAY, INC.",2017
293849,CAMP BALCONES SPRINGS,3821616,"OLIVES, RIPE SLICED",6,#10,PRIDESPAIN,44.18,N,33.22,,1,0,235660,"MARIO CAMACHO FOODS, LLC",2017
293849,CAMP BALCONES SPRINGS,3822052,OLIVE OIL POMACE,6,1 GL,MARIO,50.5,N,70.46,,1,0,235660,"MARIO CAMACHO FOODS, LLC",2017
293849,CAMP BALCONES SPRINGS,3822063,BLEND 75% CANOLA 25% EVOO,1,35 LB,MARIO,37.5,N,40.35,,1,0,235660,"MARIO CAMACHO FOODS, LLC",2017
293849,CAMP BALCONES SPRINGS,4033189,"MUFFIN, BLUEBERRY IW **NC**",96,2.25 OZ,OTIS SPUNK,15,N,50.84,,2,0,268940,ARYZTA LLC,2017
293849,CAMP BALCONES SPRINGS,4033357,"MUFFINS, BLUEBERRY, IW WG",72,2 OZ,OTIS,9.85,N,31.93,,2,0,268940,ARYZTA LLC,2017
293849,CAMP BALCONES SPRINGS,4070090,"CAKE MIX, CHOC CHOC",6,5 LB,GEN MILLS,32.7,N,67.04,,1,0,102075,"GENERAL MILLS, INC.",2017
293849,CAMP BALCONES SPRINGS,4070157,"CAKE MIX, YELLOW",6,5 LB,GEN MILLS,32.7,N,63.81,,2,0,102075,"GENERAL MILLS, INC.",2017
293849,CAMP BALCONES SPRINGS,4081501,"ICING, VANILLA R-T-S",2,11 LB,GEN MILLS,24.8,N,52.14,,2,0,102075,"GENERAL MILLS, INC.",2017
293849,CAMP BALCONES SPRINGS,4083002,"ICING, CHOCOLATE FUDGE RTS",2,11 LB,GEN MILLS,24.8,N,56.08,,1,0,102075,"GENERAL MILLS, INC.",2017
293849,CAMP BALCONES SPRINGS,4105508,"PANCAKE MIX, BTR-MILK (AWO)",6,5 LB,PIONEER,31,N,26.6,,2,0,103926,C.H. GUENTHER & SON INC.,2017
293849,CAMP BALCONES SPRINGS,4150028,"PASTA, GF PENNE RIGATE",1,12 LB,ZEREGA'S,12,N,20.7,,1,0,178380,"A. ZEREGA'S SONS, INC",2017
293849,CAMP BALCONES SPRINGS,4161003,"GELATIN, BERRY BLUE",12,24 OZ,ROYAL,19.5,N,22.65,,1,0,102458,CLABBER GIRL CORPORATION,2017
293849,CAMP BALCONES SPRINGS,4172151,"PASTA, ANGEL HAIR 10""",2,10 LB,ZEREGA'S,21,N,17.27,,1,0,178380,"A. ZEREGA'S SONS, INC",2017
293849,CAMP BALCONES SPRINGS,4212577,ASSORTED TWIN POPS 3OZ,2,2 DZ,BLUE BUNNY,28.5,N,16.56,,6,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,4214169,ICE CREAM SANDWICH VANILLA,2,2 DZ,BLUE BUNNY,7.6,N,20.4,,9,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,4218762,COOKIES AND CREAM CONE,1,2 DZ,BLUE BUNNY,4.8,N,14.4,,1,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,4218764,ICE CREAM VAN NUTTY SUNDAE,1,2 DZ,BLUE BUNNY,10.75,N,14.4,,2,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,4233003,"RICE, PARBOILED",1,25 LB,UNCLE BENS,25.5,N,20.29,,2,0,185240,UNCLE BEN'S (FOOD)-DALLAS,2017
293849,CAMP BALCONES SPRINGS,4301214,"PASTA, LINGUINE",2,10 LB,ZEREGA'S,21,N,17.27,,2,0,178380,"A. ZEREGA'S SONS, INC",2017
293849,CAMP BALCONES SPRINGS,4301370,"PASTA, PENNE RIGATE",2,10 LB,ZEREGA'S,21,N,17.67,,3,0,178380,"A. ZEREGA'S SONS, INC",2017
293849,CAMP BALCONES SPRINGS,4420022,"SUNFLOWER KERNELS, RST SLT",3,2 LB,AZAR,6.2,N,17.54,,1,0,169790,AZAR NUT,2017
293849,CAMP BALCONES SPRINGS,4420071,"WALNUT, HALVES & PIECES",3,2 LB,AZAR,6.2,N,42.19,,1,0,169790,AZAR NUT,2017
293849,CAMP BALCONES SPRINGS,4428012,"TRAIL MIX, FRUIT & NUT",72,2 OZ,PLANTERS,10.5,N,37.63,,2,0,102067,KRAFT FOODS,2017
293849,CAMP BALCONES SPRINGS,4466116,ALMONDS BLANCHED SLICED RAW,1,5 LB,AZAR,5.3,N,33.82,,2,0,169790,AZAR NUT,2017
293849,CAMP BALCONES SPRINGS,4471181,"WALNUT,NUGGET PIECES,SMALL",3,2 LB,AZAR,6.5,N,46.78,,1,0,169790,AZAR NUT,2017
293849,CAMP BALCONES SPRINGS,4483335,"POPCORN, YELLOW BULK",1,50 LB,JACKRABBIT,51,N,21.33,,1,0,195580,TRINIDAD BENHAM CORP,2017
293849,CAMP BALCONES SPRINGS,4518107,"PEANUT BUTTER, CREAMY",6,5 LB,GARDENCLUB,34,N,48.21,,2,0,101230,CLEMENTS FOODS COMPANY,2017
293849,CAMP BALCONES SPRINGS,4551115,"COOKIE DOUGH, CHOC CHIP (V)",320,1 OZ,OTIS SPUNK,21.25,N,36.77,,10,0,268940,ARYZTA LLC,2017
293849,CAMP BALCONES SPRINGS,4551123,"COOKIE DOUGH, SUGAR (V)",320,1 OZ,OTIS SPUNK,21.25,N,34.58,,2,0,268940,ARYZTA LLC,2017
293849,CAMP BALCONES SPRINGS,4551131,"COOKIE DOUGH,OMEAL RASIN (V)",320,1 OZ,OTIS SPUNK,21.25,N,40.01,,1,0,268940,ARYZTA LLC,2017
293849,CAMP BALCONES SPRINGS,4557047,"COOKIE DOUGH,TRIPLE CHOC(SD)",240,1.33 OZ,OTIS SPUNK,21.25,N,71.41,,1,0,268940,ARYZTA LLC,2017
293849,CAMP BALCONES SPRINGS,4575163,"PRESERVES, RED RASPBERRY",1,#10,DICKINSON,9,N,23.2,,1,0,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
293849,CAMP BALCONES SPRINGS,4591095,"JELLY, ASST#11 80G/80MF/40SJ",200,10 GM,PPI,5.4,N,9.87,,2,0,131199,PPI-HEINZ NORTH AMERICA,2017
293849,CAMP BALCONES SPRINGS,4592689,"JELLY, ASST#3 100 GR/100 STW",200,1/2 OZ,SMUCKER'S,8,N,12.6,,3,0,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
293849,CAMP BALCONES SPRINGS,4741589,"MARSHMALLOWS,MINI",12,1 LB,JET PUFF*,16,N,20.4,,1,0,102067,KRAFT FOODS,2017
293849,CAMP BALCONES SPRINGS,4760062,"SPICE, SMOKED PAPRIKA",1,19 OZ,DURKEE,1.13,N,11.27,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,4780577,"JELLY, GRAPE",6,#10 CAN,LYONS MAG,53.7,N,49.11,,1,0,197630,LYONS MAGNUS,2017
293849,CAMP BALCONES SPRINGS,4780660,"SAUCE, CARAMEL",12,17 OZ,LYONS,14,N,23.02,,1,0,197630,LYONS MAGNUS,2017
293849,CAMP BALCONES SPRINGS,4801000,"UNCRUSTABLE, PB & GRP WG",72,2.6 OZ,SMUCKER'S,13.5,N,35.25,,1,0,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
293849,CAMP BALCONES SPRINGS,4801001,"UNCRUSTABLE, PB & STRA WG",72,2.6 OZ,SMUCKER'S,13.5,N,36.69,,1,0,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
293849,CAMP BALCONES SPRINGS,4959618,"SPRINKLES, RAINBOW",1,6 LB,AZAR NUT,6,N,11.17,,2,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,5020065,"PUDDING, BANANA",6,#10,GEHL'S,46.6,N,27.8,,1,0,183860,"GEHL FOODS, INC",2017
293849,CAMP BALCONES SPRINGS,5020077,"PUDDING, CHOCOLATE",6,#10,GEHL'S,46.6,N,28.2,,1,0,183860,"GEHL FOODS, INC",2017
293849,CAMP BALCONES SPRINGS,5070058,"LINER, 60GAL 1.6ML 100LB BLK",100,38 X 58,A E P,23.7,N,36.34,,11,0,214710,AEP INDUSTRIES INC,2017
293849,CAMP BALCONES SPRINGS,5162352,"PICK, OVRNT KOSH SPEAR-370CT",1,5 GAL,BEST MAID,47.7,N,24.62,,1,0,100552,BEST MAID PRODUCTS INC.,2017
293849,CAMP BALCONES SPRINGS,5162357,"RELISH, DILL / 260 TBLSPN",1,1 GAL,BEST MAID,8.55,N,4.98,,1,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,5162361,"RELISH, SWEET / 290 TBLSPN",1,1 GAL,BEST MAID,10.58,N,6.17,,1,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,5162379,PICKLED OKRA (GLASS),6,46 OZ,BEST MAID,25.2,N,25.45,,1,0,100552,BEST MAID PRODUCTS INC.,2017
293849,CAMP BALCONES SPRINGS,5321237,"VINEGAR, RICE WINE SEASONED",1,1 GL,ROLAND,9.5,N,6.76,,3,0,105481,AMERICAN ROLAND FOOD CORPORATION,2017
293849,CAMP BALCONES SPRINGS,5662520,MOPHEAD COTTN CUTEND WHT LRG,1,32 OZ,ACS,2,N,3.96,,2,0,252250,ACS INDUSTRIES,2017
293849,CAMP BALCONES SPRINGS,5663006,"SCRUBBER, SS, 50GR",1,12 CT,ACS,1.92,N,3.55,,1,0,252250,ACS INDUSTRIES,2017
293849,CAMP BALCONES SPRINGS,5663008,GRILL BRICK,1,12 CT,ACS,7,N,14.01,,1,0,252250,ACS INDUSTRIES,2017
293849,CAMP BALCONES SPRINGS,5663019,"PAD, SPONGE, MD DUTY, 6X4",1,20 CT,ACS,2.5,N,10.99,,1,0,252250,ACS INDUSTRIES,2017
293849,CAMP BALCONES SPRINGS,6179063,"PEPPER, SIX BLEND",1,22 OZ,DURKEE,1.59,N,13.36,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6181010,"BASIL LEAVES, WHOLE",1,5.5 OZ,DURKEE,0.55,N,4.8,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6181069,CAJUN SEASONING,1,22 OZ,DURKEE,1.77,N,11.49,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6182018,"CHILI POWDER, DARK",1,5.5 LB,DURKEE,6.41,N,31.54,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6182067,"CHIVES, FREEZE DRIED",1,1 OZ,DURKEE,0.27,N,4.08,,4,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6183016,"CINNAMON, GROUND",1,18 OZ,DURKEE,1.15,N,6.95,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6183057,"CUMIN, GROUND",1,15 OZ,DURKEE,1.15,N,8.26,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6184204,"GARLIC, GRANULATED",1,7.25 LB,DURKEE,8.04,N,49.8,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6184220,ITALIAN SEASONING,1,6 OZ,DURKEE,0.58,N,6.04,,2,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6184221,"SEASONING, BURGER PERFECT",1,26 OZ,DURKEE,2,N,11.89,,3,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6184303,LEMON PEPPER SEASONING,1,27 OZ,DURKEE,2,N,8.99,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6184576,"SPICE, CHICKEN SEASONING",1,20 OZ,DURKEE,1.46,N,6.28,,2,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6184675,"ONION, CHOPPED DEHY",1,3 LB,DURKEE,3,N,15.8,,3,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6184709,"PAPRIKA, DOMESTIC",1,16 OZ,DURKEE,1.21,N,5.9,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6184816,"PEPPER, BLACK CRACKED",1,18 OZ,DURKEE,1.33,N,11.5,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6184907,"RED PEPPER, CRUSHED",1,12 OZ,DURKEE,0.96,N,5.92,,2,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6185433,"SESAME SEEDS, WHOLE",1,19 OZ,DURKEE,1.4,N,5.63,,1,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6186242,"GARLIC, ROSEMARY",1,20 OZ,DURKEE,2,N,11.58,,2,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,6318091,"SALT, CARTONS KOSHER",12,3 LB,MORTON,39.3,N,20.99,,1,0,103470,"MORTON SALT, INC.",2017
293849,CAMP BALCONES SPRINGS,6495612,OAT N HONEY GRANOLA ORGANIC,4,44 OZ,GEN MILLS,13,N,40.54,,2,0,102075,"GENERAL MILLS, INC.",2017
293849,CAMP BALCONES SPRINGS,6522006,"HAND SOAP, BOTANCIAL FOAM",3,1250 ML,GOJO ADX12,9.1,N,33.18,,1,0,242200,"GOJO INDUSTRIES, INC.",2017
293849,CAMP BALCONES SPRINGS,6561202,"FUEL,METHANOL DISH 2-HR",72,6.7 OZ,STERNO CL,37.5,N,35.26,,8,0,261050,"CANDLE LAMP COMPANY, LLC",2017
293849,CAMP BALCONES SPRINGS,6570006,CEREAL FROOT LOOPS,96,BOWL,KELLOGGS,9.4,N,33.95,,4,0,102687,KELLOGG SALES COMPANY,2017
293849,CAMP BALCONES SPRINGS,6571261,CEREAL FRST MINI WHT CHOC WG,96,1 EA,KELLOGGS,11.1,N,33.95,,1,0,102687,KELLOGG SALES COMPANY,2017
293849,CAMP BALCONES SPRINGS,6573000,CEREAL RICE KRISPIES,96,5/8 OZ,KELLOGGS,7.75,N,33.95,,1,0,102687,KELLOGG SALES COMPANY,2017
293849,CAMP BALCONES SPRINGS,6625500,"NAPKIN, MOKA TWIN PK INTERFO",16,376 CT,PERFORM,20,N,38.11,,3,0,214650,CASCADE TISSUE,2017
293849,CAMP BALCONES SPRINGS,6640528,GRITS QUICK WHITE,12,24 OZ,QUAKER,20.26,N,18.72,,1,0,104108,"QUAKER SALES & DISTRIBUTION, INC.",2017
293849,CAMP BALCONES SPRINGS,6770000,"NAPKIN, DINNER 3PLY",20,100 CT,HOFFMASTER,44,N,75.39,,1,0,160050,HOFFMASTER GROUP INC. B110149,2017
293849,CAMP BALCONES SPRINGS,6793123,"GLOVES, NITRILE SMALL",4,250 CT,JOB SELECT,7.05,N,49.32,,1,0,188820,FOODHANDLER #774348,2017
293849,CAMP BALCONES SPRINGS,6793124,"GLOVES, NITRILE MEDIUM",4,250 CT,JOB SELECT,8.2,N,49.32,,3,0,188820,FOODHANDLER #774348,2017
293849,CAMP BALCONES SPRINGS,6793125,"GLOVES, NITRILE XLARGE",4,250 CT,JOB SELECT,9,N,49.32,,4,0,188820,FOODHANDLER #774348,2017
293849,CAMP BALCONES SPRINGS,6820529,"TOWEL,PAPER,TANDEM,MOKA",6,775 FT.,PERFORM,27,N,32.92,,4,0,214650,CASCADE TISSUE,2017
293849,CAMP BALCONES SPRINGS,6844001,"FOIL, HEAVY DUTY 18X500",1,1 CT,HFA,9.56,N,24.78,,3,0,262730,"HFA, INC.",2017
293849,CAMP BALCONES SPRINGS,6963434,"PAN, 1/2 STEAM TABLE MEDIUM",100,12X10X2,HFA,10.05,N,23.34,,3,0,262730,"HFA, INC.",2017
293849,CAMP BALCONES SPRINGS,6963491,"PAN, FULL STEAM TABLE",50,20X12X3.2,HFA,15.5,N,36.09,,2,0,262730,"HFA, INC.",2017
293849,CAMP BALCONES SPRINGS,6963559,"PAN, STEAM TABLE FULL SZ-MED",50,20X12X2,HFA,13.75,N,33.38,,3,0,262730,"HFA, INC.",2017
293849,CAMP BALCONES SPRINGS,6963963,"CONTAINER, ROUND 7""",1,500 EA,HFA,10.86,N,28.04,,1,0,262730,"HFA, INC.",2017
293849,CAMP BALCONES SPRINGS,7082000,"FILM, SEAL WRAP CUTTER BOX",1,"18""X2000'",A E P,9.5,N,16.87,,2,0,214710,AEP INDUSTRIES INC,2017
293849,CAMP BALCONES SPRINGS,7082001,"FILM, SEAL WRAP CUTTER BOX",1,"12""X2000'",A E P,9.5,N,12.01,,1,0,214710,AEP INDUSTRIES INC,2017
293849,CAMP BALCONES SPRINGS,7082002,"FILM, SEAL WRAP CUTTER BOX",1,"24""X2000'",A E P,12.5,N,23.68,,1,0,214710,AEP INDUSTRIES INC,2017
293849,CAMP BALCONES SPRINGS,7210255,"CUP, 4.5 OZ CONE PAPER WHITE",5000,1 CT,SOLO,26,N,41,,2,0,112771,DART CONTAINER CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7240001,"CUP, 9 OZ SQUAT CLEAR",1000,1 CT,SOLO,25,N,53.29,,2,0,112771,DART CONTAINER CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7251259,"CUP, 12 OZ SQUAT RIB TRANSLU",1,1000 CT,DART,18.7,N,48.14,,1,0,112771,DART CONTAINER CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7251267,"CUP, 14 OZ RIB TRANSLUCENT",20,50 CT,DART,20.1,N,43.25,,8,0,112771,DART CONTAINER CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7251275,"CUP, 16 OZ TRANSLUCENT",1,1000 CT,DART,26.4,N,55.24,,2,0,112771,DART CONTAINER CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7327505,"CONT, 8 OZ FOAM",1000,1 CT,DART,8,N,33.67,,1,0,112771,DART CONTAINER CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7332166,"CONT, XL 3COMP HINGE LOCK CL",200,1 CT,DART,20.8,N,49.73,,1,0,112771,DART CONTAINER CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7395619,"SOUFFLE CUP, 5.5 OZ TRANSLUC",2500,1 CT,SOLO,28,N,87.62,,1,0,112771,DART CONTAINER CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7714511,"BAG, QUART SIZE DOUBLE TRACK",500,CT,FOODHANDLR,4.95,N,18.15,,3,0,188820,FOODHANDLER #774348,2017
293849,CAMP BALCONES SPRINGS,7714515,"BAG, GALLON SIZE DBL TRACK",250,CT CT,FOODHANDLR,4.9,N,19.26,,3,0,188820,FOODHANDLER #774348,2017
293849,CAMP BALCONES SPRINGS,7714518,"BAG, 2 GALLON FREEZER 2.7MIL",1,100 CT,A E P,5.5,N,20.85,,2,0,214710,AEP INDUSTRIES INC,2017
293849,CAMP BALCONES SPRINGS,7836059,"SKEWERS, BAMBOO 6""",16,100 CT,ROLAND,2.33,N,5.74,,1,0,105481,AMERICAN ROLAND FOOD CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7975329,SESAME OIL,1,3.5 PT,ROLAND,4.6,N,15.21,,1,0,105481,AMERICAN ROLAND FOOD CORPORATION,2017
293849,CAMP BALCONES SPRINGS,7975394,"OLIVE OIL, EXTRA VIRGIN",1,1 GL,ROLAND,8.75,N,25.45,,3,0,190390,LABATT REPLENISHMENT,2017
293849,CAMP BALCONES SPRINGS,8164428,"SEASONING, STEAK",1,26 OZ,DURKEE,1.5,N,7.39,,7,0,165230,"ACH FOOD COMPANIES, INC",2017
293849,CAMP BALCONES SPRINGS,8165052,"EGGS, GRADE A LARGE LOOSE",15,1 DOZ,CAL MAINE,26,N,9.75,,5,0,107212,"CAL-MAINE FOODS, INC.",2017
293849,CAMP BALCONES SPRINGS,8181212,"MILK, EVAPORATED",24,12 OZ,VELVET,22.7,N,19.44,,2,0,100994,NESTLE BRANDS,2017
293849,CAMP BALCONES SPRINGS,8205010,"CREAM, WHIPPING HVY STERILE",12,1 QT,BORDEN,27.5,N,57,,3,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
